"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y_rep[87]",3328.769,0.907370365246336,57.5638865892481,3220,3290,3327,3367,3444,4024.67703465721,0.999824026433265
"y_rep[88]",352.45,0.305400605548651,18.8187549105698,316,339,352,365,389.025,3797.0121311823,1.00126331407322
"y_rep[89]",1833.1555,0.698631272541239,43.014955438171,1750,1805,1832.5,1861,1918,3790.90508499321,0.999784032828202
"y_rep[90]",66.65975,0.125274443824122,7.98651526286722,52,61,67,72,83,4064.33676094432,0.999517149035148
"y_rep[91]",40797.999,3.25932207864639,207.134145271933,40389.975,40659,40799,40938,41202.025,4038.76734387831,0.999751723211438
"y_rep[92]",5428.42125,1.15634045287317,73.0497150141834,5287,5379,5429,5476,5572,3990.85192167976,0.999683129385038
"y_rep[93]",891.914,0.475725678075713,29.2339316495391,836,873,891.5,911,951,3776.25459577385,0.99986151780638
"y_rep[94]",3901.603,1.02373613519992,63.6512392736015,3779.975,3858,3900,3945,4026,3865.78468614039,1.0002494071492
"y_rep[95]",14663.36525,2.00966607093797,120.207313804155,14423,14583,14663,14744,14900.025,3577.78289901764,0.999638131033642
"y_rep[96]",957.594,0.503655994193652,31.2963181361997,895.975,937,957,978,1020,3861.16607461412,1.00045489939991
"y_rep[97]",1957.62275,0.76377983772653,47.0362789272422,1864,1925,1957,1989,2052,3792.53445328931,0.999565938673784
"y_rep[98]",285577.96625,9.1783236196122,575.087823390559,284486.925,285183.75,285560,285969,286745,3925.92149910727,0.999876023830629
"y_rep[99]",4211.2935,1.06118227652372,66.1032470274108,4086,4165,4211,4256,4343,3880.30273336913,0.999467131725024
"y_rep[100]",1469.91025,0.642201021734883,40.5657563726479,1390,1442,1469,1497,1549,3990.03928581137,1.00006223493219
"y_rep[101]",712.6085,0.428179013109104,26.9392586881055,659,695,713,730,765,3958.40774482271,1.00000425256698
"y_rep[102]",8084.55,1.50673443660342,93.8236602345323,7902,8020,8084,8147,8271,3877.49560892511,0.999637409802037
"y_rep[103]",1194.464,0.553507976681782,34.6793363271563,1126.975,1171,1194,1218,1264,3925.48920449423,0.999465860729652
"y_rep[104]",653.1405,0.409158597122169,25.6684237292473,603,636,653,670,702,3935.6370295059,1.00007625986872
"y_rep[105]",2465.711,0.814221014043133,52.1357700012996,2366,2430,2465,2501,2567,4100.02939685873,1.00051507281263
"y_rep[106]",2695.337,0.785577398823218,51.1049592526504,2595,2661,2695,2730,2796.025,4232.02410012373,1.00027121927135
"y_rep[107]",1386.63975,0.600866027516858,37.7686654246545,1313,1361,1387,1412,1462.025,3951.00862794219,1.00069775425662
"y_rep[108]",66898.0405,4.03877043141136,259.455222751255,66383,66727,66897,67070,67407,4126.92426061673,1.0013421513549
"y_rep[109]",1726.23725,0.724537751508169,43.514748600606,1638,1697,1727,1755,1813,3607.03967769508,1.0000917013587
"y_rep[110]",2039.1705,0.723334941095956,45.0169363783257,1949,2009,2039,2069,2125,3873.22728649717,1.00021065759664
"y_rep[111]",25447.70525,2.72254376668704,161.486076212905,25140,25337,25446.5,25557,25767.075,3518.19918975659,0.999482894185422
"y_rep[112]",7682.30975,1.37441169595777,87.9884156878695,7508,7622,7684,7740,7852,4098.42801277198,0.999631830025373
"y_rep[113]",6391.00125,1.33258813903031,79.4611525660765,6234.975,6336.75,6390,6445.25,6544,3555.64041032067,1.00053480745328
"y_rep[114]",7239.368,1.34235111358514,84.661274847859,7079.975,7182,7238,7297,7407.025,3977.74879582369,1.00066439962669
"y_rep[115]",9414.5335,1.5582120413043,98.4257018387251,9222,9347,9414.5,9480.25,9610,3989.91761510696,1.0000076340541
"y_rep[116]",30833.8365,4.51566968110411,246.305370123325,30357.975,30668,30830,31008,31320.025,2975.11275224541,1.00008550128552
"y_rep[117]",7638.9185,1.36086735079686,87.1321086559927,7466,7580,7638,7698,7809,4099.44306480914,1.0002010348511
"y_rep[118]",65476.22075,4.03445769644502,257.53802142122,64977,65302,65474.5,65644.25,65986.025,4074.85704801311,0.999776511670857
"y_rep[119]",27059.37925,2.72645409937117,172.427653650374,26719,26947,27060,27177,27403.025,3999.60825180812,0.999356489196903
"y_rep[120]",67429.81575,3.99981900698084,254.050544620048,66933.975,67251,67434,67601.25,67911.075,4034.22002593048,0.999342602766118
"y_rep[121]",14927.55525,2.00586271057578,123.709904545102,14685,14843,14929,15012,15170,3803.70242955773,1.00016833704109
"y_rep[122]",2185.80625,0.747489904864018,46.7688896938798,2096,2155,2185,2217,2278,3914.74480155094,0.999277241338776
"y_rep[123]",4619.928,1.04633141340437,68.1939360884075,4488,4574,4620,4666,4757,4247.69170406744,0.999680959066656
"y_rep[124]",38844.27825,3.17635527879907,201.17235870371,38441,38705,38845,38985,39235,4011.23836464085,1.00021653969653
"y_rep[125]",400342.545,11.8651123519318,748.635645896972,398917.925,399826,400334,400849.25,401784.325,3981.04690084724,1.0002301810931
"y_rep[126]",74496.52525,4.37441316529363,275.056718536451,73968,74307,74494,74684,75025,3953.71094622044,0.999299423551611
"y_rep[127]",3115.22225,1.00337275441137,60.0869658561984,2999,3076,3114,3156,3231,3586.21184729421,1.00061471010666
"y_rep[128]",7147.57075,1.30942035887706,84.3373712685285,6982.975,7090.75,7147,7205,7312,4148.412578441,0.999371809152939
"y_rep[129]",46.10175,0.109934648062132,6.71067472213537,33,41,46,51,60,3726.17455474672,1.00052661297714
"y_rep[130]",1772.98075,0.668397733819261,41.4609772267327,1691.975,1745,1773,1801,1856,3847.7702343925,1.00058790282438
"y_rep[131]",13912.964,1.98195753583598,118.621070824752,13680.975,13835,13912,13994,14148,3582.07759872069,0.999722468796442
"y_rep[132]",44.852,0.106932271986186,6.68526508018179,32,40,45,49,59,3908.58603439925,1.00024414171116
"y_rep[133]",136.1145,0.190526319456761,11.7463136226192,114,128,136,144,160,3800.95938049649,0.999978563673259
"y_rep[134]",10148.5565,1.67901070757696,100.939883211522,9952,10081,10150,10216,10347,3614.25394950601,0.999768919455118
"y_rep[135]",3095.4825,0.867637134228775,54.767422446107,2988.975,3059,3095,3132,3204,3984.44963386811,0.999965978616342
"y_rep[136]",14061.76175,1.85849545272359,119.379943372651,13827,13981,14062,14142,14294.025,4126.09983037767,1.00037415621523
"y_rep[137]",84.4915,0.148225617879232,9.1947845959512,67,78,84,91,103,3848.01344146369,0.999529812168972
"y_rep[138]",228.79,0.243579361480449,14.7297366332641,201,219,228,238,259,3656.86550786352,1.00007766218481
"y_rep[139]",593.8185,0.388269985200225,24.5134511048785,547.975,577,594,610,642,3986.03654693566,1.00109227934389
"y_rep[140]",134980.987,6.00926343603157,385.135516633487,134232,134723.75,134983,135243,135744.025,4107.56698580214,1.00052347881616
"y_rep[141]",2109.42075,0.69992227441793,45.5352784644358,2024,2078,2110,2138,2200,4232.49412563554,0.999512293105063
"y_rep[142]",987.092,0.486258877411558,30.6603987419073,928,967,987,1008,1048.025,3975.76321303298,0.999303088979369
"y_rep[143]",247.606,0.232218351672899,15.4304824599634,217,237,248,258,278,4415.35812365882,0.999952139281906
"y_rep[144]",22.70075,0.0722413204864732,4.74677073341434,14,19,23,26,32,4317.42856427595,0.999628167309653
"y_rep[145]",3227.48625,0.898239431855921,56.0671311173974,3119,3190,3228,3266,3335,3896.1210013021,0.999374429114339
"y_rep[146]",4679.8285,1.07247853672006,69.4844630863807,4544,4634,4680,4728,4813,4197.57237519298,0.999307086578154
"y_rep[147]",170328.90325,6.67785988142128,429.873240200059,169491.95,170034,170323.5,170619,171183,4143.8709068151,0.99934378431108
"y_rep[148]",4210.6,1.23556047469113,70.666342292376,4071,4164,4211,4256.25,4347.025,3271.12553834442,1.00025269220012
"y_rep[149]",3468.8555,0.987944546738343,61.3983107087603,3344,3429,3470,3510,3587,3862.31515195167,0.999669621329164
"y_rep[150]",112193.49625,5.4781215091064,349.954433480011,111510.9,111952,112191,112435,112882,4080.93500131357,0.999836088737486
"y_rep[151]",6286.97025,1.29181344075,78.7041609521078,6129,6235,6287,6338,6446,3711.89590880329,1.00031641847652
"y_rep[152]",1021168.80475,22.3099057243894,1422.8435293646,1018409.825,1020203,1021133.5,1022109.5,1024015.15,4067.41809350173,0.999794126940649
"y_rep[153]",7869.2985,1.40776163347698,90.0586255544642,7692,7808,7871,7931,8043.025,4092.53478388644,1.00033389938296
"y_rep[154]",27.7285,0.0844435370598356,5.36194697557167,18,24,27,31,39,4031.9227024763,0.999362272652811
"y_rep[155]",6944.5935,1.30361222816481,83.2642690016137,6785,6890,6943,7000,7109.025,4079.6273632931,0.999770010303566
"y_rep[156]",44547.6615,3.42926353406966,214.968547203589,44117.975,44407.75,44545,44694,44966.025,3929.59796500807,1.00066098341995
"y_rep[157]",2057.1475,0.778201373644308,47.6617053124237,1964,2025,2057,2088,2154,3751.06999473552,1.00025387906215
"y_rep[158]",7203.7665,1.38129353666961,89.9027897545533,7026.975,7143,7205,7262,7381,4236.17972746517,0.999873134951683
"y_rep[159]",1998.25875,0.71935825584073,45.7882292617025,1909.975,1968,1998,2029,2089,4051.5129638298,0.999589621631152
"y_rep[160]",1168.8785,0.571881634689306,35.0853884668671,1098.975,1146,1168.5,1192,1238,3763.91908865547,1.00000070213357
"lp__",-47560321.6748795,0.0711502770234185,2.80428654736184,-47560328.0332715,-47560323.3973467,-47560321.3623493,-47560319.6436895,-47560317.0832866,1553.42963683711,1.00371225573036
