,iso_code,new_cases,new_deaths,population,human_development_index,hospital_beds_per_thousand,life_expectancy,median_age,diabetes_prevalence,cardiovasc_death_rate,population_density,gdp_per_capita,range_idh,group_idh,location
62,GUY,-0.15241040515217133,1239.0,790329.0,-0.39358355949781815,-0.5783892310431694,-0.5455526524111479,-0.5569697775362685,0.8800846555398494,0.9413503597276106,-0.29860114451251135,-0.6207761009265379,"(-1.089, 0.212]",1,Guyana
63,HND,-0.14398309680909646,10996.0,10062994.0,-0.7263640570688407,-0.9614512166279658,0.2571722310902326,-0.7163464283635825,-0.2123053068388241,-0.154028625667131,-0.17843841358284662,-0.7671970380488975,"(-1.089, 0.212]",1,Honduras
64,HRV,-0.12727508069881102,16012.0,4081657.0,0.7780811090334895,1.0985710169613834,0.7394062096115842,1.4580064507804829,-0.6135914154677247,-0.04219287905561089,-0.19227374558176138,0.15022012471328486,"(0.212, 1.513]",3,Croatia
65,HTI,-0.15322457697653208,912.0,11541683.0,-1.5860470091273147,-0.9614512166279658,-1.430646693734498,-0.7846507072895734,-0.3510214925377032,1.4141764730537147,0.3025645270640807,-0.9133836613476164,"(-2.394, -1.089]",2,Haiti
66,HUN,-0.10895113280964562,46571.0,9634162.0,0.7988798901316776,1.72849517103416,0.49828922035090834,1.389702171854491,-0.1280847655216475,0.15977717342964068,-0.1399786593160098,0.3581047660640877,"(0.212, 1.513]",3,Hungary
67,IDN,-0.012126112757119816,156604.0,276361788.0,-0.14399818631955205,-0.8167389109625984,-0.2744832421243008,-0.2154483829063107,-0.43276495911025703,0.6917508353725195,-0.0825557074068672,-0.43080998929388703,"(-1.089, 0.212]",1,Indonesia
68,IND,0.857854372903301,517374.0,1393409033.0,-0.6501018597088146,-1.0338073694606496,-0.5829931786938616,-0.34067289427062913,0.5754044619512401,0.19260122046811826,0.38176224039325785,-0.6718075767982854,"(-1.089, 0.212]",1,India
69,IRL,-0.11697269010201362,7435.0,4982904.0,1.49910552043737,0.00045999161830065046,1.3099998301601383,0.8546519869342243,-1.1857956814756012,-1.091202954627925,-0.19814374215184835,2.4106398120944763,"(0.212, 1.513]",3,Ireland
70,IRN,0.015444678163997654,141343.0,85028760.0,0.30664207080787426,-0.6209516738859246,0.46833679932473915,0.13745705821131224,0.3772384823814125,0.09396430000008245,-0.22868692523966072,-0.03131878650626141,"(0.212, 1.513]",3,Iran
71,IRQ,-0.09940038631555441,25221.0,41179351.0,-0.44904697575965524,-0.6635141167286799,-0.4422167998708586,-1.2741647062591803,0.18898080179007648,-0.3319573706076345,-0.17033135705302763,-0.20432811786017055,"(-1.089, 0.212]",1,Iraq
72,ISL,-0.1495096809143349,121.0,368792.0,1.4575079582409922,-0.020821229803076855,1.4133356827004298,0.69527533610691,-0.6829495083171644,-1.1609622935523203,-0.29943623229039495,1.355350320584791,"(0.212, 1.513]",3,Iceland
73,ISR,-0.05628091818321897,10877.0,9291000.0,1.249520147259104,0.013228724471127305,1.4103404405978133,-0.06745577856666218,-0.32872781983609767,-1.3642341029231342,0.308900831772913,0.679704740061081,"(0.212, 1.513]",3,Israel
74,ITA,0.257977860639219,167284.0,60367471.0,1.0623311173754038,0.09409736587236209,1.4912119773684758,1.901984263799428,-0.8142344697821748,-1.200847135849828,0.009081461270601783,0.7853617520912555,"(0.212, 1.513]",3,Italy
75,JAM,-0.15068382038272285,3079.0,2973462.0,-0.033071353795877896,-0.5358267882004144,0.1373625469855493,0.0236165933346596,0.7958641142226728,-0.4314429047415748,0.10206879011450301,-0.5823889176083199,"(-1.089, 0.212]",1,Jamaica
76,JOR,-0.11419936316972062,14068.0,10269022.0,-0.06773598895952608,-0.6635141167286799,0.14634827329340094,-0.9098752186538919,0.9122866272199466,-0.41727188041773405,-0.1380859968705145,-0.5751055026656489,"(-1.089, 0.212]",1,Jordan
77,JPN,0.056709180639202814,30843.0,126050796.0,1.2495201472591047,4.295010474452297,1.6589455351150313,1.9361364032624242,-0.5813894437876277,-1.479167701363587,0.22534938526597417,0.9767672489878354,"(0.212, 1.513]",3,Japan
78,KAZ,-0.11988992446860154,19297.0,18994958.0,0.5978250061825181,1.5922953539373437,0.007069515521705143,-0.06745577856666218,-0.23707605428505243,1.7127896158405083,-0.2944424683339632,0.22035187157658334,"(0.212, 1.513]",3,Kazakhstan
