"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y_rep[70]",15538.234,1.96776104976008,126.688157364073,15297,15453,15537,15625,15788,4145.02657636205,0.999330696448918
"y_rep[71]",236940.2855,8.21085108098503,533.487317252404,235899.975,236577,236944,237301,238001.05,4221.54912710984,0.999616359450998
"y_rep[72]",29200.17275,2.91057044072738,189.44345756278,28830.925,29072,29202,29326,29569,4236.45886792542,0.999941884723105
"y_rep[73]",1111.1185,0.530786853128704,33.3149055001229,1046.975,1089,1111,1132,1177,3939.46146379333,0.999797133149402
"y_rep[74]",12729.9165,1.8915783809639,118.656383570757,12495.975,12650,12730,12808,12966.025,3934.89847788955,0.999562345251715
"y_rep[75]",151347.14275,7.08228495289423,436.225268632717,150527.75,151043,151336,151636.25,152223,3793.8036029892,0.999809864941904
"y_rep[76]",2179.475,0.748042461501327,46.6808435044566,2092,2147,2179,2211,2274,3894.25950579971,1.00067963772013
"y_rep[77]",10009.729,1.58373419857281,101.851322927076,9809.975,9940,10009,10080,10204,4135.88790010959,1.00031701724236
"y_rep[78]",96319.85725,5.85552407996506,381.178765391297,95587,96068.75,96323,96580.25,97055.05,4237.65752678414,1.00006711940132
"y_rep[79]",49011.69875,3.74761416498033,237.230260606809,48549.975,48852.75,49010,49170,49481,4007.1022844796,1.00024173703271
"y_rep[80]",31290.336,3.04631932096394,202.770794501515,30890.975,31154,31292,31430,31683,4430.57360368221,0.999184867932325
"y_rep[81]",161.7745,0.210000140688379,12.9725372009626,137,153,161,170.25,188,3816.02031621322,1.00006408291776
"y_rep[82]",15847.35925,2.04321915062271,130.441701341249,15595,15758,15847,15935,16103,4075.70749757393,0.999661487676773
"y_rep[83]",21.43425,0.0718649686903513,4.64791111220156,13,18,21,24,31,4182.93529297826,1.00004438737547
"y_rep[84]",28812.91825,2.96034835019038,188.634364042615,28452,28687,28814,28935.25,29192,4060.28003573102,0.999559996799615
